prev_title,curr_title,type,n,ts
Search,Feature_store,external,137,2025-06-06T10:01:00
ELT,PySpark,link,308,2025-06-15T09:50:00
Main_Page,SQL,other,290,2025-06-17T01:11:00
ETL,Lakehouse,external,200,2025-06-24T18:01:00
ELT,RDD,link,371,2025-06-23T11:31:00
Data_engineering,Broadcast_join,link,193,2025-06-22T17:00:00
ETL,Category:Big_data,external,163,2025-06-17T11:28:00
Data_engineering,Data_warehouse,link,212,2025-06-09T06:44:00
Python_(programming_language),Apache_Spark,other,72,2025-06-22T00:47:00
Data_engineering,Feature_store,external,418,2025-06-26T19:44:00
Python_(programming_language),Data_warehouse,link,428,2025-06-11T13:49:00
Category:Machine_learning,PySpark,external,454,2025-06-27T01:43:00
Search,Broadcast_join,link,55,2025-06-04T00:00:00
ELT,Partition_(databases),link,403,2025-06-21T23:19:00
Search,Broadcast_join,link,393,2025-06-28T03:29:00
Category:Machine_learning,Apache_Spark,link,85,2025-06-14T21:48:00
Data_engineering,MapReduce,link,459,2025-06-14T15:37:00
Main_Page,RDD,external,58,2025-06-25T01:32:00
ELT,SQL,external,417,2025-06-24T08:32:00
ETL,Lakehouse,link,443,2025-06-08T08:44:00
ELT,Broadcast_join,link,354,2025-06-02T07:53:00
ELT,MapReduce,link,252,2025-06-11T16:04:00
Data_engineering,Category:Big_data,external,17,2025-06-06T02:08:00
Python_(programming_language),Dataframe,link,435,2025-06-28T05:19:00
ETL,SQL,link,406,2025-06-03T09:58:00
Search,Feature_store,link,69,2025-06-05T06:14:00
Main_Page,PySpark,other,393,2025-06-04T20:30:00
Apache_Spark,SQL,link,458,2025-06-18T03:16:00
Apache_Spark,Data_warehouse,link,345,2025-06-25T20:13:00
Main_Page,PySpark,link,194,2025-06-04T07:27:00
ETL,RDD,link,410,2025-06-24T19:58:00
Category:Machine_learning,Feature_store,link,64,2025-06-24T21:26:00
Python_(programming_language),Data_warehouse,link,235,2025-06-05T15:42:00
Apache_Spark,Broadcast_join,link,416,2025-06-03T04:48:00
Python_(programming_language),Category:Big_data,link,431,2025-06-07T15:59:00
Search,Partition_(databases),other,473,2025-06-05T19:26:00
Python_(programming_language),Lakehouse,external,59,2025-06-20T17:57:00
Main_Page,Category:Big_data,external,290,2025-06-15T11:52:00
Main_Page,Apache_Spark,link,442,2025-06-14T14:35:00
Main_Page,Dataframe,external,43,2025-06-13T00:17:00
Apache_Spark,Feature_store,link,488,2025-06-24T12:19:00
Apache_Spark,Feature_store,external,448,2025-06-27T20:12:00
Data_engineering,Apache_Spark,link,18,2025-06-19T02:36:00
ETL,Broadcast_join,link,109,2025-06-14T06:47:00
Category:Machine_learning,RDD,link,347,2025-06-13T00:40:00
Search,SQL,link,28,2025-06-04T01:42:00
Category:Machine_learning,PySpark,link,323,2025-06-02T23:34:00
Data_engineering,Lakehouse,other,453,2025-06-24T06:47:00
Main_Page,Broadcast_join,link,194,2025-06-14T03:22:00
Python_(programming_language),Partition_(databases),other,468,2025-06-10T13:43:00
ELT,Dataframe,link,236,2025-06-27T03:23:00
Data_engineering,Data_warehouse,link,442,2025-06-03T13:16:00
Python_(programming_language),SQL,link,40,2025-06-14T16:40:00
Apache_Spark,RDD,external,370,2025-06-28T14:24:00
Category:Machine_learning,PySpark,external,442,2025-06-16T13:48:00
Main_Page,MapReduce,link,233,2025-06-25T23:38:00
ELT,PySpark,link,305,2025-06-21T20:42:00
Search,RDD,link,410,2025-06-17T09:31:00
Data_engineering,Apache_Spark,link,267,2025-06-13T11:27:00
Search,SQL,link,183,2025-06-12T01:15:00
ETL,Category:Big_data,link,15,2025-06-27T23:47:00
ELT,Data_warehouse,link,428,2025-06-20T07:34:00
Main_Page,Lakehouse,link,440,2025-06-25T11:31:00
Python_(programming_language),PySpark,link,429,2025-06-26T16:39:00
Data_engineering,Data_warehouse,external,128,2025-06-13T08:16:00
Category:Machine_learning,SQL,link,365,2025-06-11T01:30:00
Python_(programming_language),Feature_store,link,317,2025-06-16T20:00:00
Main_Page,Feature_store,link,318,2025-06-02T01:37:00
Search,SQL,other,184,2025-06-14T22:42:00
Category:Machine_learning,SQL,link,166,2025-06-03T19:21:00
ELT,SQL,external,78,2025-06-05T18:48:00
ELT,MapReduce,link,335,2025-06-11T01:46:00
Search,MapReduce,external,340,2025-06-08T11:14:00
Category:Machine_learning,SQL,external,73,2025-06-03T02:17:00
ETL,Dataframe,link,377,2025-06-23T07:27:00
Apache_Spark,RDD,link,218,2025-06-08T23:37:00
Search,Feature_store,link,313,2025-06-09T03:13:00
Main_Page,PySpark,link,234,2025-06-09T18:02:00
ELT,Data_warehouse,link,257,2025-06-08T07:44:00
ETL,Dataframe,link,273,2025-06-04T20:45:00
Data_engineering,SQL,other,171,2025-06-23T00:26:00
ELT,Broadcast_join,link,239,2025-06-23T08:15:00
Python_(programming_language),SQL,link,204,2025-06-22T07:43:00
Category:Machine_learning,Partition_(databases),link,146,2025-06-21T10:00:00
Main_Page,Apache_Spark,link,139,2025-06-23T01:42:00
Main_Page,Data_warehouse,link,99,2025-06-13T23:11:00
Main_Page,PySpark,link,498,2025-06-16T23:52:00
ETL,Lakehouse,link,5,2025-06-17T09:50:00
ETL,PySpark,link,428,2025-06-13T01:04:00
Data_engineering,Feature_store,external,391,2025-06-17T21:10:00
ELT,Data_warehouse,link,380,2025-06-16T01:32:00
Main_Page,Broadcast_join,link,87,2025-06-04T09:11:00
Category:Machine_learning,Data_warehouse,link,206,2025-06-07T16:57:00
Apache_Spark,Broadcast_join,external,128,2025-06-05T05:53:00
Data_engineering,Data_warehouse,link,424,2025-06-19T00:54:00
Main_Page,SQL,link,408,2025-06-05T21:46:00
ELT,Broadcast_join,link,119,2025-06-20T00:23:00
ETL,Category:Big_data,link,397,2025-06-10T10:18:00
Category:Machine_learning,Dataframe,link,218,2025-06-11T02:35:00
Category:Machine_learning,Dataframe,link,411,2025-06-18T19:53:00
Python_(programming_language),MapReduce,link,211,2025-06-19T10:07:00
Main_Page,Partition_(databases),external,414,2025-06-08T20:53:00
Apache_Spark,SQL,link,346,2025-06-12T03:31:00
Python_(programming_language),PySpark,link,207,2025-06-06T06:44:00
ELT,Lakehouse,link,277,2025-06-23T02:10:00
Search,Lakehouse,link,382,2025-06-20T19:41:00
Python_(programming_language),PySpark,link,273,2025-06-17T01:15:00
Python_(programming_language),MapReduce,link,248,2025-06-24T10:37:00
ELT,Feature_store,link,234,2025-06-16T14:28:00
ETL,SQL,external,316,2025-06-01T14:54:00
Search,Feature_store,other,336,2025-06-07T17:41:00
Apache_Spark,MapReduce,link,471,2025-06-14T20:29:00
Data_engineering,Feature_store,link,289,2025-06-28T08:31:00
Apache_Spark,RDD,link,316,2025-06-15T13:01:00
Data_engineering,Data_warehouse,link,355,2025-06-19T07:23:00
Apache_Spark,PySpark,link,116,2025-06-17T04:08:00
Main_Page,RDD,other,64,2025-06-02T19:15:00
ELT,Broadcast_join,link,12,2025-06-27T02:38:00
Category:Machine_learning,Feature_store,link,390,2025-06-22T19:28:00
ETL,PySpark,link,195,2025-06-14T19:30:00
Python_(programming_language),Category:Big_data,external,16,2025-06-09T05:09:00
ETL,Broadcast_join,link,407,2025-06-04T23:50:00
Python_(programming_language),Broadcast_join,other,132,2025-06-25T08:17:00
ELT,SQL,link,234,2025-06-26T02:47:00
Main_Page,Broadcast_join,external,323,2025-06-17T20:44:00
ETL,Partition_(databases),external,381,2025-06-13T23:21:00
Apache_Spark,PySpark,link,354,2025-06-08T10:58:00
Python_(programming_language),Dataframe,link,65,2025-06-24T06:56:00
Search,Feature_store,link,195,2025-06-22T23:36:00
Data_engineering,RDD,external,395,2025-06-06T06:40:00
Search,Dataframe,link,482,2025-06-02T09:51:00
ELT,MapReduce,link,13,2025-06-27T04:37:00
Search,Partition_(databases),link,482,2025-06-24T12:44:00
Apache_Spark,Category:Big_data,link,336,2025-06-14T06:45:00
Search,PySpark,link,252,2025-06-24T07:52:00
Python_(programming_language),Feature_store,other,38,2025-06-18T02:11:00
Search,RDD,link,190,2025-06-15T03:08:00
Data_engineering,Lakehouse,external,403,2025-06-27T05:04:00
ETL,Lakehouse,other,188,2025-06-28T19:35:00
Python_(programming_language),PySpark,link,297,2025-06-26T22:04:00
Category:Machine_learning,Data_warehouse,other,206,2025-06-14T14:49:00
ELT,Broadcast_join,link,108,2025-06-18T17:35:00
Python_(programming_language),SQL,link,136,2025-06-25T01:11:00
Category:Machine_learning,Partition_(databases),link,345,2025-06-12T14:30:00
Category:Machine_learning,PySpark,other,72,2025-06-14T18:10:00
ELT,RDD,link,333,2025-06-09T18:52:00
Main_Page,Partition_(databases),link,10,2025-06-01T10:55:00
Data_engineering,RDD,link,367,2025-06-27T02:44:00
Python_(programming_language),Category:Big_data,other,320,2025-06-13T01:55:00
Python_(programming_language),Partition_(databases),other,455,2025-06-12T12:07:00
Main_Page,Dataframe,link,3,2025-06-04T19:38:00
Data_engineering,SQL,other,89,2025-06-01T22:50:00
Data_engineering,MapReduce,link,78,2025-06-18T01:57:00
Python_(programming_language),Partition_(databases),link,153,2025-06-28T03:51:00
ETL,MapReduce,external,243,2025-06-13T14:31:00
ETL,Dataframe,external,313,2025-06-18T22:13:00
Search,Feature_store,link,228,2025-06-05T11:02:00
Data_engineering,Dataframe,link,316,2025-06-11T07:31:00
ETL,Broadcast_join,link,407,2025-06-22T05:13:00
Python_(programming_language),Dataframe,external,213,2025-06-16T04:53:00
ELT,Data_warehouse,other,19,2025-06-10T13:02:00
Category:Machine_learning,Partition_(databases),external,388,2025-06-01T04:27:00
ETL,Broadcast_join,link,181,2025-06-13T13:56:00
Python_(programming_language),Data_warehouse,link,134,2025-06-11T07:36:00
Category:Machine_learning,Dataframe,link,125,2025-06-07T00:37:00
Python_(programming_language),Feature_store,link,210,2025-06-03T02:42:00
Data_engineering,Dataframe,link,307,2025-06-01T05:58:00
Python_(programming_language),Data_warehouse,other,9,2025-06-24T08:45:00
Main_Page,PySpark,link,381,2025-06-03T19:32:00
Main_Page,Feature_store,link,363,2025-06-05T16:05:00
Main_Page,Feature_store,external,95,2025-06-16T02:19:00
Search,Apache_Spark,link,323,2025-06-27T05:42:00
ETL,Data_warehouse,link,272,2025-06-17T05:57:00
ETL,Category:Big_data,link,436,2025-06-02T13:44:00
ELT,RDD,link,407,2025-06-09T22:42:00
Search,Apache_Spark,link,106,2025-06-26T03:45:00
Data_engineering,MapReduce,external,287,2025-06-09T03:25:00
ETL,Feature_store,external,225,2025-06-18T16:17:00
ETL,Data_warehouse,link,142,2025-06-05T05:29:00
Category:Machine_learning,PySpark,external,231,2025-06-07T11:34:00
Search,Dataframe,link,41,2025-06-24T09:08:00
Data_engineering,Category:Big_data,other,254,2025-06-15T06:16:00
ETL,SQL,link,391,2025-06-28T21:28:00
Data_engineering,Apache_Spark,external,155,2025-06-26T19:06:00
Python_(programming_language),MapReduce,link,279,2025-06-16T01:49:00
Category:Machine_learning,Dataframe,link,310,2025-06-04T17:23:00
Apache_Spark,SQL,link,161,2025-06-11T21:54:00
Apache_Spark,Broadcast_join,link,497,2025-06-13T03:46:00
ELT,MapReduce,link,65,2025-06-16T10:58:00
Search,Dataframe,link,440,2025-06-02T11:05:00
ETL,Partition_(databases),link,89,2025-06-04T05:37:00
ELT,Apache_Spark,link,44,2025-06-26T08:33:00
Main_Page,RDD,link,453,2025-06-05T11:00:00
ETL,Lakehouse,link,280,2025-06-22T20:11:00
Category:Machine_learning,Partition_(databases),external,255,2025-06-15T21:15:00
Search,SQL,external,71,2025-06-02T10:39:00
Data_engineering,Data_warehouse,link,382,2025-06-12T14:35:00
Main_Page,Feature_store,external,174,2025-06-14T12:27:00
Category:Machine_learning,Dataframe,link,326,2025-06-28T00:58:00
Main_Page,MapReduce,link,467,2025-06-17T20:05:00
Main_Page,Apache_Spark,link,426,2025-06-18T14:40:00
Python_(programming_language),Broadcast_join,other,45,2025-06-19T13:44:00
Python_(programming_language),MapReduce,external,397,2025-06-07T10:51:00
Search,PySpark,link,133,2025-06-18T20:34:00
ELT,PySpark,link,228,2025-06-21T04:59:00
Main_Page,Data_warehouse,external,281,2025-06-24T23:39:00
Apache_Spark,Partition_(databases),link,160,2025-06-16T13:20:00
Python_(programming_language),Broadcast_join,link,17,2025-06-28T00:03:00
Python_(programming_language),Partition_(databases),external,103,2025-06-11T21:34:00
Python_(programming_language),Category:Big_data,link,496,2025-06-13T05:02:00
Category:Machine_learning,Broadcast_join,link,161,2025-06-05T14:04:00
Category:Machine_learning,Dataframe,link,173,2025-06-09T07:16:00
Data_engineering,Lakehouse,link,419,2025-06-28T21:40:00
Apache_Spark,MapReduce,link,304,2025-06-04T01:29:00
Main_Page,Apache_Spark,external,260,2025-06-22T12:28:00
Main_Page,Feature_store,link,474,2025-06-16T17:37:00
Main_Page,Apache_Spark,link,419,2025-06-07T06:53:00
ELT,Dataframe,link,428,2025-06-15T10:38:00
Data_engineering,Data_warehouse,link,59,2025-06-02T00:08:00
Apache_Spark,Partition_(databases),external,5,2025-06-12T10:40:00
Category:Machine_learning,Feature_store,link,24,2025-06-22T19:10:00
Python_(programming_language),Feature_store,link,439,2025-06-15T03:07:00
Apache_Spark,MapReduce,other,21,2025-06-28T03:52:00
Data_engineering,Broadcast_join,link,494,2025-06-27T14:52:00
Search,Dataframe,link,229,2025-06-11T19:38:00
Data_engineering,Data_warehouse,link,486,2025-06-19T15:45:00
Category:Machine_learning,Broadcast_join,external,167,2025-06-02T01:34:00
Search,Feature_store,link,130,2025-06-20T08:08:00
Main_Page,RDD,external,370,2025-06-05T18:25:00
Main_Page,Partition_(databases),link,362,2025-06-20T23:00:00
Search,Category:Big_data,link,175,2025-06-22T23:58:00
Apache_Spark,Feature_store,link,228,2025-06-26T22:52:00
Main_Page,RDD,other,250,2025-06-15T18:40:00
ETL,MapReduce,link,323,2025-06-11T06:05:00
Apache_Spark,Feature_store,link,203,2025-06-06T15:47:00
Category:Machine_learning,Data_warehouse,link,366,2025-06-08T07:01:00
Data_engineering,Category:Big_data,external,361,2025-06-28T07:00:00
Python_(programming_language),Apache_Spark,external,305,2025-06-21T12:32:00
ELT,Feature_store,external,427,2025-06-13T16:34:00
Search,Category:Big_data,link,44,2025-06-22T10:57:00
Search,MapReduce,link,350,2025-06-26T15:12:00
Search,Dataframe,external,284,2025-06-24T14:24:00
Search,Category:Big_data,external,112,2025-06-25T14:15:00
Category:Machine_learning,Dataframe,external,327,2025-06-16T12:47:00
Apache_Spark,Category:Big_data,link,372,2025-06-03T04:10:00
ETL,Dataframe,link,263,2025-06-18T03:03:00
Main_Page,SQL,link,444,2025-06-17T10:01:00
Category:Machine_learning,Broadcast_join,link,357,2025-06-15T12:56:00
Python_(programming_language),RDD,external,420,2025-06-11T04:49:00
Main_Page,PySpark,other,419,2025-06-14T07:53:00
ETL,MapReduce,link,299,2025-06-09T01:58:00
Apache_Spark,Partition_(databases),external,213,2025-06-11T15:36:00
Python_(programming_language),RDD,link,300,2025-06-11T02:04:00
Search,Data_warehouse,link,302,2025-06-13T09:04:00
ELT,Dataframe,link,206,2025-06-26T11:27:00
Apache_Spark,Broadcast_join,link,426,2025-06-23T02:00:00
Category:Machine_learning,Apache_Spark,external,274,2025-06-04T02:43:00
Search,PySpark,link,57,2025-06-28T02:25:00
Data_engineering,Category:Big_data,external,1,2025-06-26T07:27:00
Apache_Spark,Lakehouse,link,70,2025-06-23T01:25:00
Data_engineering,Partition_(databases),link,88,2025-06-16T07:59:00
Main_Page,RDD,link,478,2025-06-06T05:35:00
Category:Machine_learning,SQL,external,344,2025-06-11T13:03:00
ETL,PySpark,link,56,2025-06-07T06:04:00
Apache_Spark,Broadcast_join,external,353,2025-06-20T10:22:00
Main_Page,PySpark,external,494,2025-06-27T15:25:00
ETL,Feature_store,link,480,2025-06-23T02:34:00
ETL,Partition_(databases),link,237,2025-06-26T11:17:00
Apache_Spark,SQL,link,259,2025-06-12T17:42:00
Python_(programming_language),Partition_(databases),external,174,2025-06-22T21:18:00
Main_Page,Apache_Spark,link,499,2025-06-05T03:57:00
Main_Page,Dataframe,link,242,2025-06-04T18:34:00
Python_(programming_language),RDD,external,165,2025-06-25T12:00:00
Apache_Spark,Category:Big_data,link,211,2025-06-10T17:57:00
Main_Page,SQL,link,20,2025-06-04T00:51:00
Data_engineering,MapReduce,link,60,2025-06-18T15:45:00
ETL,SQL,link,97,2025-06-21T06:46:00
Category:Machine_learning,Data_warehouse,other,304,2025-06-01T00:03:00
ELT,RDD,link,301,2025-06-19T15:05:00
Python_(programming_language),Broadcast_join,link,255,2025-06-21T21:13:00
Python_(programming_language),Apache_Spark,link,481,2025-06-24T06:10:00
Python_(programming_language),Dataframe,other,423,2025-06-03T12:32:00
ETL,Feature_store,link,333,2025-06-23T16:49:00
Category:Machine_learning,Broadcast_join,link,175,2025-06-01T01:22:00
Search,SQL,other,275,2025-06-27T04:30:00
Data_engineering,Feature_store,link,354,2025-06-25T21:15:00
Main_Page,Lakehouse,external,236,2025-06-18T11:25:00
ETL,Partition_(databases),link,429,2025-06-26T13:28:00
Data_engineering,RDD,link,358,2025-06-24T13:35:00
ELT,Feature_store,other,296,2025-06-09T21:15:00
Data_engineering,Broadcast_join,link,343,2025-06-06T05:01:00
Category:Machine_learning,Apache_Spark,link,457,2025-06-25T09:40:00
Python_(programming_language),Data_warehouse,link,216,2025-06-24T12:03:00
Category:Machine_learning,Data_warehouse,link,341,2025-06-16T20:25:00
ELT,RDD,external,380,2025-06-06T12:26:00
Category:Machine_learning,PySpark,link,94,2025-06-25T15:13:00
ETL,Data_warehouse,other,62,2025-06-10T18:26:00
Python_(programming_language),Dataframe,link,146,2025-06-27T17:51:00
Apache_Spark,Data_warehouse,link,284,2025-06-12T12:51:00
Search,PySpark,link,265,2025-06-25T09:00:00
Apache_Spark,Apache_Spark,other,292,2025-06-08T15:56:00
Category:Machine_learning,Category:Big_data,other,353,2025-06-05T20:35:00
Main_Page,Dataframe,link,491,2025-06-02T02:25:00
Search,Feature_store,other,386,2025-06-26T16:35:00
Data_engineering,PySpark,other,319,2025-06-22T17:05:00
ETL,Partition_(databases),link,55,2025-06-21T04:26:00
ETL,Apache_Spark,link,248,2025-06-03T05:03:00
Apache_Spark,SQL,link,51,2025-06-24T01:10:00
ELT,MapReduce,external,205,2025-06-27T12:38:00
Category:Machine_learning,Lakehouse,external,377,2025-06-18T23:42:00
Apache_Spark,Lakehouse,link,383,2025-06-18T08:12:00
Apache_Spark,RDD,link,258,2025-06-27T13:46:00
ETL,Dataframe,link,190,2025-06-14T05:56:00
ETL,Feature_store,external,387,2025-06-26T09:27:00
Python_(programming_language),Feature_store,external,14,2025-06-16T05:53:00
Main_Page,Dataframe,link,403,2025-06-12T10:28:00
ELT,PySpark,link,317,2025-06-15T04:04:00
Apache_Spark,Data_warehouse,link,2,2025-06-19T15:48:00
Apache_Spark,Broadcast_join,link,444,2025-06-27T08:13:00
Apache_Spark,Data_warehouse,link,66,2025-06-14T12:03:00
Data_engineering,Partition_(databases),link,309,2025-06-21T01:34:00
Category:Machine_learning,Dataframe,link,122,2025-06-26T20:08:00
Python_(programming_language),Partition_(databases),link,26,2025-06-28T07:53:00
ELT,SQL,link,47,2025-06-05T01:04:00
Search,PySpark,external,459,2025-06-27T20:11:00
ETL,Partition_(databases),link,339,2025-06-25T17:15:00
Data_engineering,MapReduce,link,91,2025-06-24T10:43:00
Search,Dataframe,link,106,2025-06-27T11:44:00
Search,RDD,link,333,2025-06-28T02:48:00
Category:Machine_learning,PySpark,link,211,2025-06-09T03:03:00
ETL,SQL,external,300,2025-06-14T13:25:00
ELT,Lakehouse,link,422,2025-06-01T16:03:00
Category:Machine_learning,MapReduce,link,38,2025-06-16T15:54:00
Data_engineering,Dataframe,link,118,2025-06-28T13:08:00
ETL,Data_warehouse,other,460,2025-06-07T04:59:00
ETL,Data_warehouse,external,246,2025-06-22T05:44:00
Apache_Spark,Lakehouse,link,37,2025-06-01T22:24:00
Python_(programming_language),SQL,external,107,2025-06-06T00:11:00
ETL,Category:Big_data,link,107,2025-06-08T17:20:00
Category:Machine_learning,Partition_(databases),link,245,2025-06-03T09:39:00
Python_(programming_language),Partition_(databases),link,230,2025-06-06T02:16:00
ETL,Dataframe,link,125,2025-06-03T23:22:00
Python_(programming_language),Partition_(databases),link,179,2025-06-05T22:54:00
Search,RDD,link,482,2025-06-01T04:51:00
Category:Machine_learning,MapReduce,link,151,2025-06-24T21:58:00
Python_(programming_language),RDD,link,498,2025-06-10T19:41:00
Apache_Spark,Dataframe,link,364,2025-06-15T12:58:00
Python_(programming_language),Partition_(databases),link,251,2025-06-19T10:38:00
ETL,Data_warehouse,link,333,2025-06-12T09:57:00
Data_engineering,Category:Big_data,link,339,2025-06-18T14:19:00
Data_engineering,Category:Big_data,link,71,2025-06-26T07:07:00
Python_(programming_language),RDD,link,392,2025-06-19T08:08:00
Main_Page,SQL,external,365,2025-06-26T17:49:00
Search,Apache_Spark,link,494,2025-06-17T17:39:00
Category:Machine_learning,Category:Big_data,link,202,2025-06-18T11:05:00
ETL,Lakehouse,link,133,2025-06-28T10:05:00
Main_Page,Broadcast_join,link,106,2025-06-07T07:07:00
Search,Broadcast_join,other,279,2025-06-21T11:06:00
ETL,Lakehouse,external,43,2025-06-12T05:12:00
ETL,RDD,link,404,2025-06-10T10:53:00
Data_engineering,Partition_(databases),link,442,2025-06-17T22:07:00
ETL,PySpark,link,223,2025-06-25T15:19:00
Search,MapReduce,link,23,2025-06-15T07:17:00
Main_Page,Apache_Spark,link,41,2025-06-03T15:18:00
Apache_Spark,Data_warehouse,link,92,2025-06-23T08:12:00
ETL,Category:Big_data,link,272,2025-06-05T06:51:00
ELT,Data_warehouse,external,272,2025-06-19T01:10:00
Category:Machine_learning,Data_warehouse,link,46,2025-06-28T18:02:00
ELT,Broadcast_join,external,188,2025-06-25T01:46:00
Search,MapReduce,link,14,2025-06-21T03:19:00
Search,Lakehouse,link,386,2025-06-20T00:46:00
Search,Category:Big_data,external,127,2025-06-16T22:24:00
ELT,MapReduce,link,456,2025-06-22T19:52:00
Data_engineering,PySpark,link,53,2025-06-26T23:00:00
Search,MapReduce,link,115,2025-06-07T16:52:00
Apache_Spark,Feature_store,other,175,2025-06-02T19:58:00
ETL,SQL,external,179,2025-06-27T11:29:00
Search,Lakehouse,link,376,2025-06-05T06:34:00
Data_engineering,Lakehouse,link,389,2025-06-20T21:28:00
Data_engineering,Data_warehouse,other,160,2025-06-07T17:17:00
Search,Partition_(databases),link,421,2025-06-09T05:24:00
Apache_Spark,SQL,link,297,2025-06-26T00:43:00
Category:Machine_learning,MapReduce,external,82,2025-06-02T18:09:00
Category:Machine_learning,RDD,link,371,2025-06-09T14:14:00
Category:Machine_learning,Apache_Spark,external,330,2025-06-05T05:40:00
Search,Category:Big_data,external,330,2025-06-18T18:44:00
Python_(programming_language),SQL,link,245,2025-06-16T21:29:00
Main_Page,MapReduce,link,163,2025-06-07T01:33:00
Data_engineering,PySpark,external,276,2025-06-03T05:16:00
Apache_Spark,Feature_store,link,240,2025-06-28T07:49:00
Python_(programming_language),Data_warehouse,link,97,2025-06-06T15:19:00
Category:Machine_learning,Category:Big_data,external,399,2025-06-17T20:37:00
Category:Machine_learning,Apache_Spark,link,443,2025-06-20T01:19:00
ELT,Dataframe,link,64,2025-06-21T19:12:00
Data_engineering,MapReduce,link,391,2025-06-21T05:41:00
Python_(programming_language),PySpark,link,113,2025-06-16T02:47:00
Data_engineering,SQL,link,118,2025-06-04T22:30:00
ELT,Data_warehouse,link,245,2025-06-10T08:41:00
Main_Page,RDD,link,167,2025-06-28T10:54:00
Apache_Spark,Feature_store,link,327,2025-06-16T10:59:00
Python_(programming_language),SQL,external,312,2025-06-21T17:44:00
Search,Data_warehouse,other,355,2025-06-23T09:11:00
ELT,Apache_Spark,link,59,2025-06-26T17:50:00
Apache_Spark,Partition_(databases),link,169,2025-06-02T12:17:00
Apache_Spark,Partition_(databases),link,194,2025-06-13T13:43:00
ELT,Feature_store,external,20,2025-06-16T01:14:00
Main_Page,Data_warehouse,link,220,2025-06-02T16:20:00
Category:Machine_learning,Lakehouse,link,450,2025-06-18T08:35:00
Category:Machine_learning,Broadcast_join,link,202,2025-06-03T08:41:00
Category:Machine_learning,Broadcast_join,external,338,2025-06-15T23:46:00
ETL,Feature_store,external,175,2025-06-05T02:59:00
Data_engineering,PySpark,link,54,2025-06-14T06:59:00
Main_Page,PySpark,link,367,2025-06-16T20:23:00
Category:Machine_learning,Data_warehouse,other,382,2025-06-05T13:47:00
ELT,Data_warehouse,link,163,2025-06-02T14:34:00
ETL,Broadcast_join,link,255,2025-06-02T19:22:00
ETL,Feature_store,link,199,2025-06-16T00:08:00
ELT,Dataframe,link,379,2025-06-01T21:21:00
Category:Machine_learning,Feature_store,link,106,2025-06-19T06:02:00
Apache_Spark,Partition_(databases),external,93,2025-06-16T21:02:00
ETL,Lakehouse,link,177,2025-06-09T13:01:00
Category:Machine_learning,Dataframe,link,134,2025-06-04T00:07:00
Category:Machine_learning,SQL,external,100,2025-06-02T13:07:00
Search,Broadcast_join,link,336,2025-06-24T06:35:00
Category:Machine_learning,Apache_Spark,external,332,2025-06-24T20:16:00
Search,Dataframe,external,491,2025-06-27T07:21:00
Main_Page,Partition_(databases),external,316,2025-06-17T00:19:00
Python_(programming_language),Data_warehouse,link,299,2025-06-09T19:21:00
Apache_Spark,Partition_(databases),link,87,2025-06-24T03:41:00
Python_(programming_language),Feature_store,link,357,2025-06-06T21:00:00
Apache_Spark,Dataframe,link,7,2025-06-13T00:16:00
Data_engineering,Lakehouse,external,214,2025-06-07T15:32:00
Apache_Spark,RDD,other,471,2025-06-23T21:17:00
Category:Machine_learning,Partition_(databases),link,323,2025-06-05T20:57:00
Data_engineering,Dataframe,link,171,2025-06-24T09:42:00
Main_Page,Partition_(databases),link,436,2025-06-12T19:18:00
Category:Machine_learning,Feature_store,link,266,2025-06-24T21:45:00
Data_engineering,Broadcast_join,link,73,2025-06-27T10:33:00
Search,Feature_store,link,18,2025-06-09T18:55:00
Search,Apache_Spark,link,189,2025-06-26T08:58:00
Main_Page,Apache_Spark,link,310,2025-06-27T00:39:00
Data_engineering,Lakehouse,link,247,2025-06-01T14:41:00
Python_(programming_language),RDD,link,220,2025-06-26T21:10:00
ELT,Dataframe,link,441,2025-06-22T06:13:00
Data_engineering,Lakehouse,link,150,2025-06-12T19:21:00
Main_Page,Partition_(databases),link,311,2025-06-09T16:49:00
Main_Page,SQL,link,146,2025-06-19T20:46:00
Python_(programming_language),PySpark,external,390,2025-06-27T01:56:00
ETL,SQL,link,299,2025-06-12T04:20:00
Python_(programming_language),Feature_store,other,189,2025-06-22T23:55:00
ETL,Data_warehouse,external,109,2025-06-03T13:45:00
Main_Page,Category:Big_data,external,224,2025-06-24T21:06:00
Python_(programming_language),PySpark,link,367,2025-06-06T03:17:00
Python_(programming_language),PySpark,link,498,2025-06-26T10:14:00
Apache_Spark,Feature_store,link,454,2025-06-17T01:34:00
ETL,Data_warehouse,other,289,2025-06-19T16:28:00
Main_Page,Dataframe,link,168,2025-06-11T02:49:00
Search,Broadcast_join,link,350,2025-06-07T09:13:00
Category:Machine_learning,Partition_(databases),link,112,2025-06-26T09:44:00
ELT,Category:Big_data,link,96,2025-06-12T04:09:00
Data_engineering,Partition_(databases),link,461,2025-06-08T00:37:00
Main_Page,Feature_store,external,259,2025-06-07T15:10:00
Python_(programming_language),Apache_Spark,link,172,2025-06-22T23:55:00
ETL,Broadcast_join,link,125,2025-06-20T06:05:00
ELT,PySpark,link,379,2025-06-10T03:04:00
ELT,PySpark,link,485,2025-06-12T17:56:00
Main_Page,Lakehouse,link,339,2025-06-14T02:50:00
